,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
38,210000.0,1.0,2.0,1.0,41.0,2.0,2.0,2.0,2.0,2.0,2.0,87705.0,90376.0,90687.0,91888.0,93852.0,95734.0,4800.0,2500.0,3900.0,3400.0,3400.0,3400.0,1.0
39,500000.0,1.0,1.0,2.0,35.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-453.0,1168.0,1215.0,6461.0,2567.0,735.0,2336.0,1215.0,6461.0,2567.0,1470.0,11605.0,0.0
40,50000.0,2.0,3.0,2.0,29.0,2.0,0.0,0.0,0.0,0.0,0.0,48259.0,48740.0,26953.0,27860.0,28420.0,29045.0,1726.0,1500.0,1376.0,936.0,1000.0,1100.0,1.0
41,20000.0,1.0,2.0,1.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,12857.0,14183.0,14890.0,15642.0,16387.0,17113.0,1541.0,1248.0,1000.0,1000.0,1000.0,1000.0,1.0
42,70000.0,2.0,2.0,2.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,68028.0,67864.0,59165.0,29314.0,28844.0,29443.0,3340.0,2044.0,1773.0,1181.0,1215.0,1297.0,1.0
43,180000.0,1.0,2.0,2.0,25.0,2.0,2.0,2.0,0.0,0.0,0.0,10022.0,12847.0,12351.0,12350.0,12608.0,12892.0,3000.0,0.0,500.0,455.0,491.0,500.0,1.0
44,40000.0,2.0,1.0,2.0,23.0,2.0,2.0,2.0,0.0,0.0,0.0,19827.0,20709.0,21070.0,21420.0,23066.0,23683.0,1500.0,1000.0,1000.0,2000.0,1000.0,894.0,1.0
45,290000.0,2.0,3.0,1.0,44.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,2615.0,0.0,679.0,3390.0,5784.0,5784.0,0.0,679.0,3390.0,5784.0,0.0,150.0,0.0
46,210000.0,2.0,1.0,2.0,37.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,349.0,10128.0,19631.0,23906.0,373.0,3073.0,10152.0,19631.0,23906.0,0.0,3073.0,7418.0,1.0
47,70000.0,2.0,2.0,1.0,41.0,0.0,0.0,0.0,2.0,0.0,0.0,68953.0,68908.0,68799.0,65250.0,53934.0,54149.0,3000.0,3810.0,2010.0,2054.0,2000.0,1872.0,0.0
48,80000.0,1.0,1.0,2.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,51630.0,54183.0,55685.0,58642.0,60533.0,61823.0,4000.0,3000.0,4500.0,3000.0,2300.0,6500.0,0.0
49,30000.0,2.0,2.0,3.0,22.0,1.0,2.0,4.0,3.0,2.0,2.0,22582.0,26518.0,25814.0,25110.0,24569.0,26357.0,4600.0,0.0,0.0,0.0,2200.0,2500.0,0.0
50,90000.0,2.0,1.0,2.0,26.0,1.0,2.0,2.0,-1.0,-1.0,2.0,23812.0,15616.0,11988.0,32658.0,30885.0,26639.0,0.0,1525.0,35011.0,3000.0,0.0,2000.0,0.0
51,100000.0,1.0,3.0,2.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,46675.0,46567.0,46638.0,46454.0,46262.0,47823.0,1800.0,2000.0,1700.0,1683.0,3500.0,1500.0,1.0
52,220000.0,2.0,2.0,1.0,34.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,51565.0,15683.0,1381.0,3300.0,2452.0,2728.0,15683.0,1381.0,3300.0,2452.0,2728.0,0.0,1.0
53,230000.0,2.0,1.0,2.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,145959.0,94798.0,70299.0,40299.0,33112.0,18009.0,3551.0,3000.0,1284.0,1000.0,1000.0,1000.0,0.0
54,70000.0,2.0,3.0,1.0,53.0,2.0,0.0,0.0,0.0,0.0,0.0,70659.0,61100.0,62497.0,47581.0,48805.0,50018.0,3000.0,3200.0,2000.0,2000.0,2000.0,2000.0,1.0
55,10000.0,2.0,3.0,2.0,44.0,2.0,2.0,2.0,2.0,2.0,2.0,10422.0,9775.0,10964.0,11153.0,10762.0,10126.0,0.0,2500.0,1000.0,400.0,0.0,672.0,1.0
56,130000.0,2.0,3.0,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,131724.0,130186.0,124530.0,115800.0,98268.0,83729.0,5510.0,8970.0,5239.0,5234.0,4000.0,4000.0,1.0
57,140000.0,2.0,2.0,1.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,47922.0,49930.0,51980.0,54606.0,55220.0,56527.0,2710.0,2760.0,3386.0,2000.0,2082.0,2000.0,0.0
58,170000.0,2.0,2.0,2.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,164646.0,162671.0,166202.0,161973.0,167201.0,161327.0,7200.0,7500.0,6000.0,10000.0,7000.0,16000.0,0.0
59,260000.0,1.0,2.0,2.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,99176.0,63497.0,51524.0,52681.0,53852.0,55967.0,2259.0,2000.0,2000.0,2000.0,3000.0,1681.0,0.0
60,30000.0,2.0,2.0,1.0,25.0,-1.0,2.0,2.0,0.0,0.0,0.0,30119.0,31240.0,30311.0,30270.0,28958.0,30974.0,1900.0,0.0,957.0,7000.0,4530.0,0.0,0.0
61,220000.0,1.0,1.0,1.0,42.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
62,20000.0,2.0,1.0,2.0,22.0,1.0,2.0,2.0,0.0,0.0,-2.0,21672.0,22031.0,21247.0,7475.0,0.0,0.0,1000.0,18.0,300.0,0.0,0.0,0.0,1.0
63,170000.0,2.0,2.0,2.0,30.0,0.0,0.0,0.0,2.0,0.0,0.0,132283.0,121009.0,136552.0,132655.0,134140.0,115892.0,6000.0,19078.0,0.0,5000.0,5000.0,4500.0,1.0
64,130000.0,1.0,2.0,2.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,131041.0,133698.0,131990.0,127512.0,128683.0,129669.0,7000.0,5151.0,4464.0,5000.0,4702.0,8000.0,0.0
65,50000.0,1.0,2.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,46980.0,47809.0,49040.0,29662.0,28360.0,28831.0,1910.0,2141.0,1763.0,1161.0,1077.0,1167.0,1.0
66,150000.0,2.0,3.0,1.0,33.0,0.0,0.0,2.0,0.0,0.0,0.0,147350.0,154848.0,151591.0,151549.0,146417.0,137835.0,11150.0,0.0,4845.0,8046.0,9200.0,5100.0,0.0
67,50000.0,1.0,1.0,2.0,25.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9716.0,25045.0,15180.0,6964.0,7604.0,2173.0,25045.0,15522.0,6964.0,7604.0,2173.0,6586.0,1.0
68,20000.0,2.0,3.0,2.0,28.0,1.0,2.0,2.0,2.0,2.0,0.0,6616.0,6364.0,7891.0,8913.0,8624.0,9628.0,0.0,1800.0,1300.0,0.0,1300.0,1900.0,1.0
69,210000.0,2.0,2.0,2.0,31.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1154.0,1368.0,1080.0,1567.0,788.0,0.0,1368.0,1080.0,1567.0,788.0,0.0,1638.0,1.0
70,210000.0,2.0,5.0,2.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,43933.0,45197.0,46468.0,47394.0,48604.0,49669.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,0.0
71,100000.0,2.0,2.0,1.0,36.0,2.0,0.0,0.0,0.0,0.0,0.0,101483.0,101638.0,101461.0,101461.0,91752.0,91532.0,4500.0,5000.0,4000.0,3300.0,3400.0,15003.0,1.0
72,30000.0,1.0,3.0,2.0,59.0,1.0,2.0,0.0,0.0,0.0,0.0,13486.0,12984.0,13991.0,14114.0,14406.0,14692.0,0.0,1528.0,651.0,668.0,674.0,683.0,1.0
73,20000.0,1.0,2.0,2.0,30.0,1.0,2.0,2.0,2.0,2.0,2.0,16906.0,17328.0,19145.0,18397.0,20697.0,20547.0,1000.0,2400.0,0.0,2700.0,0.0,283.0,0.0
74,300000.0,2.0,2.0,1.0,40.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,490000.0,1.0,1.0,2.0,36.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,5310.0,2691.0,3367.0,-46.0,9285.0,-14.0,2711.0,3384.0,0.0,9331.0,0.0,2960.0,0.0
76,190000.0,2.0,1.0,2.0,47.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,314.0,3031.0,597.0,1640.0,306.0,39506.0,3031.0,597.0,1648.0,306.0,39506.0,697.0,0.0
77,260000.0,1.0,2.0,2.0,36.0,2.0,0.0,0.0,0.0,0.0,0.0,334214.0,310546.0,288566.0,291597.0,214353.0,216238.0,12000.0,11000.0,11000.0,8000.0,8500.0,8300.0,1.0
78,370000.0,1.0,2.0,2.0,33.0,0.0,0.0,0.0,2.0,0.0,0.0,72322.0,74758.0,78423.0,81017.0,81698.0,83562.0,4252.0,5500.0,4500.0,2926.0,3182.0,3043.0,0.0
79,80000.0,2.0,3.0,1.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,80297.0,65002.0,62321.0,43303.0,40866.0,40573.0,3410.0,13800.0,3557.0,1620.0,1520.0,1805.0,0.0
80,50000.0,1.0,3.0,1.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,43127.0,44413.0,45697.0,46873.0,47188.0,48532.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,1.0
81,200000.0,1.0,3.0,1.0,50.0,1.0,2.0,2.0,2.0,2.0,2.0,177088.0,172365.0,175766.0,171377.0,163943.0,162195.0,0.0,6998.0,4558.0,5921.0,4526.0,5014.0,1.0
82,300000.0,1.0,2.0,1.0,35.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,340000.0,2.0,4.0,2.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,262621.0,167331.0,169625.0,104501.0,102700.0,103824.0,24298.0,7068.0,8015.0,10053.0,15000.0,9507.0,0.0
84,240000.0,2.0,2.0,1.0,32.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,20000.0,1.0,2.0,2.0,36.0,0.0,0.0,0.0,0.0,0.0,-2.0,15198.0,19590.0,18514.0,30382.0,0.0,0.0,5000.0,2000.0,1000.0,6000.0,0.0,0.0,1.0
86,110000.0,2.0,2.0,2.0,59.0,2.0,0.0,0.0,0.0,0.0,0.0,89595.0,126322.0,59115.0,57149.0,54180.0,51796.0,2437.0,3804.0,1857.0,1840.0,1832.0,1648.0,0.0
87,80000.0,1.0,2.0,2.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,80920.0,80956.0,73875.0,75949.0,44167.0,45362.0,3500.0,4000.0,3900.0,2000.0,2000.0,1500.0,0.0
88,610000.0,1.0,3.0,2.0,29.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,8965.0,7988.0,3428.0,6384.0,65809.0,62950.0,7062.0,4017.0,6434.0,68290.0,2045.0,8007.0,0.0
89,20000.0,1.0,2.0,2.0,33.0,3.0,2.0,8.0,7.0,6.0,5.0,14513.0,22232.0,21936.0,21631.0,21026.0,20130.0,8000.0,0.0,0.0,0.0,0.0,0.0,1.0
90,30000.0,2.0,1.0,2.0,24.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3055.0,18392.0,640.0,0.0,2583.0,4653.0,18407.0,640.0,0.0,2583.0,4653.0,2583.0,0.0
91,90000.0,2.0,2.0,2.0,23.0,2.0,0.0,0.0,0.0,0.0,0.0,87669.0,86653.0,57819.0,30895.0,14543.0,9329.0,3499.0,3000.0,3000.0,10000.0,2000.0,10000.0,0.0
92,330000.0,2.0,2.0,1.0,27.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
93,70000.0,2.0,1.0,2.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,64471.0,65577.0,53264.0,51464.0,96184.0,49104.0,2281.0,2888.0,1800.0,2000.0,1900.0,1760.0,0.0
94,450000.0,2.0,1.0,2.0,40.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,799.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,360000.0,2.0,1.0,1.0,34.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,9100.0,15658.0,1874.0,6330.0,-200.0,-200.0,15658.0,1874.0,6330.0,0.0,0.0,0.0,0.0
96,110000.0,2.0,2.0,1.0,48.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,50000.0,2.0,2.0,1.0,39.0,1.0,-2.0,-2.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,2219.0,390.0,390.0,0.0,0.0,2219.0,390.0,390.0,390.0,0.0
98,200000.0,1.0,3.0,1.0,40.0,2.0,0.0,0.0,2.0,2.0,2.0,91368.0,92989.0,99704.0,101169.0,103401.0,109831.0,4000.0,8300.0,4000.0,4000.0,8300.0,0.0,1.0
99,170000.0,2.0,2.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,2.0,130668.0,121100.0,123414.0,114180.0,122332.0,120270.0,5900.0,5800.0,6000.0,11600.0,0.0,9400.0,1.0
100,130000.0,1.0,2.0,1.0,44.0,0.0,0.0,0.0,-1.0,-1.0,-2.0,139892.0,131365.0,9910.0,12909.0,0.0,0.0,6179.0,1969.0,131000.0,0.0,0.0,1700.0,1.0
101,110000.0,2.0,1.0,2.0,25.0,2.0,2.0,2.0,-1.0,-1.0,0.0,2729.0,4382.0,1972.0,1426.0,5660.0,5660.0,4340.0,5.0,1426.0,5660.0,0.0,0.0,1.0
102,50000.0,2.0,2.0,1.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,10950.0,5662.0,6797.0,7565.0,9565.0,11357.0,1097.0,1232.0,1000.0,2000.0,2000.0,4000.0,1.0
103,250000.0,1.0,1.0,1.0,46.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,1.0
104,10000.0,1.0,3.0,2.0,46.0,3.0,2.0,2.0,3.0,3.0,3.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
105,150000.0,1.0,1.0,1.0,55.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,780.0,4639.0,100940.0,3284.0,2090.0,780.0,4639.0,100000.0,3284.0,2576.0,2576.0,0.0
106,60000.0,2.0,1.0,2.0,27.0,2.0,0.0,0.0,0.0,2.0,0.0,19625.0,20347.0,21669.0,23005.0,22499.0,22873.0,1342.0,1664.0,2000.0,0.0,900.0,846.0,1.0
107,410000.0,1.0,1.0,1.0,34.0,-1.0,0.0,0.0,0.0,0.0,-1.0,109256.0,15134.0,5063.0,1019.0,14585.0,5370.0,15000.0,4867.0,803.0,14436.0,5396.0,875.0,1.0
108,110000.0,2.0,2.0,1.0,40.0,0.0,0.0,0.0,2.0,0.0,0.0,84589.0,85418.0,38333.0,37419.0,38199.0,38957.0,3700.0,4890.0,0.0,1535.0,1545.0,1500.0,0.0
109,50000.0,2.0,1.0,2.0,25.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2.0,390.0,0.0,390.0,780.0,0.0,0.0,0.0,390.0,780.0,0.0,0.0,0.0,1.0
110,20000.0,1.0,2.0,2.0,29.0,1.0,2.0,2.0,2.0,2.0,2.0,11586.0,11103.0,13913.0,13393.0,18152.0,17725.0,0.0,3000.0,0.0,5000.0,0.0,3000.0,1.0
111,220000.0,1.0,1.0,2.0,31.0,0.0,0.0,2.0,2.0,2.0,2.0,119810.0,129821.0,126311.0,151588.0,147656.0,157276.0,12000.0,0.0,27500.0,0.0,12000.0,0.0,1.0
112,140000.0,2.0,2.0,2.0,26.0,0.0,0.0,2.0,0.0,0.0,-1.0,28282.0,148806.0,139462.0,125046.0,46364.0,83460.0,125000.0,6.0,4578.0,1427.0,87179.0,26291.0,1.0
113,360000.0,2.0,1.0,1.0,33.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10571.0,11174.0,10000.0,10000.0,18335.0,18889.0,11174.0,10000.0,10000.0,18335.0,18889.0,19775.0,0.0
114,200000.0,2.0,2.0,1.0,40.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,6699.0,4856.0,-3.0,-3.0,-3.0,-3.0,4880.0,0.0,0.0,0.0,0.0,0.0,0.0
115,400000.0,1.0,1.0,1.0,36.0,0.0,0.0,0.0,0.0,0.0,-1.0,44765.0,35776.0,67887.0,20356.0,12780.0,11625.0,10006.0,3072.0,72.0,62.0,11681.0,31071.0,0.0
116,300000.0,2.0,1.0,2.0,29.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1049.0,205.0,4962.0,13634.0,41510.0,-1087.0,205.0,4962.0,13634.0,41510.0,0.0,3940.0,1.0
117,140000.0,2.0,3.0,2.0,26.0,2.0,0.0,0.0,0.0,0.0,0.0,144010.0,142724.0,142802.0,140103.0,142750.0,142855.0,5301.0,5400.0,5100.0,5300.0,5500.0,5400.0,1.0
118,30000.0,2.0,2.0,2.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,29480.0,30394.0,28072.0,28885.0,29287.0,23012.0,1431.0,1579.0,1402.0,804.0,732.0,1820.0,1.0
119,340000.0,2.0,3.0,2.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,49467.0,50551.0,53490.0,104477.0,54351.0,25346.0,1880.0,3819.0,2073.0,5264.0,2571.0,53860.0,0.0
120,360000.0,2.0,4.0,2.0,36.0,-2.0,-2.0,-1.0,0.0,0.0,0.0,15019.0,1221.0,6909.0,5954.0,4160.0,1726.0,2074.0,7039.0,10.0,1.0,4.0,45197.0,0.0
121,60000.0,1.0,1.0,2.0,27.0,0.0,0.0,0.0,0.0,0.0,2.0,21387.0,22416.0,23444.0,26038.0,28607.0,27997.0,1378.0,1406.0,3000.0,3000.0,0.0,923.0,1.0
122,160000.0,2.0,2.0,3.0,27.0,0.0,0.0,-1.0,0.0,0.0,0.0,11442.0,7257.0,15770.0,27024.0,14490.0,8190.0,1000.0,15793.0,11000.0,6000.0,1000.0,10312.0,0.0
123,110000.0,1.0,3.0,2.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,71048.0,74242.0,78032.0,81392.0,48022.0,48068.0,5000.0,5000.0,5000.0,5000.0,3709.0,0.0,0.0
124,180000.0,2.0,1.0,2.0,30.0,0.0,0.0,2.0,0.0,0.0,0.0,174847.0,181556.0,94532.0,22800.0,96940.0,99550.0,12151.0,0.0,2000.0,75206.0,4110.0,1807.0,1.0
125,50000.0,2.0,1.0,2.0,25.0,-1.0,2.0,0.0,0.0,0.0,-1.0,2823.0,1760.0,2640.0,1760.0,880.0,1910.0,0.0,1760.0,0.0,0.0,1910.0,0.0,1.0
