,0,1,2,3,4,5,6,7,8,9,10,11
69,1.0,1.1121833691387079e+19,21132008.0,23807.0,2.0,1.0,11218.0,20047.0,50494.0,8.0,5334778.0,1.0
70,1.0,1.205787899908646e+19,20157628.0,27961.0,3.0,3.0,0.0,0.0,7.0,14.0,8358932.0,0.0
71,1.0,1.475960458026406e+19,1925623.0,13445.0,1.0,1.0,14651.0,22101.0,5546.0,10881.0,2185533.0,1.0
72,1.0,1.1171792574441318e+19,20758260.0,34550.0,3.0,2.0,1347893.0,570.0,13398.0,4173.0,380337.0,1.0
73,1.0,1.2902129976731994e+19,3067652.0,23785.0,2.0,1.0,1638.0,472.0,515.0,181.0,7075789.0,0.0
74,1.0,1.1570917665805173e+19,20448778.0,33493.0,1.0,1.0,20.0,1186.0,4078.0,173.0,13219369.0,0.0
75,1.0,1.523471329505401e+19,2610501.0,23964.0,3.0,1.0,2955370.0,33370.0,3059.0,34393.0,0.0,0.0
76,1.0,4.155763962746097e+18,20961219.0,29683.0,2.0,1.0,486930.0,99139.0,151311.0,9109.0,16465480.0,0.0
77,1.0,1.4531867648059392e+19,21774710.0,27482.0,1.0,1.0,31517.0,8435.0,6266.0,6.0,19810324.0,1.0
78,1.0,7.347245338048114e+18,4408440.0,22798.0,3.0,1.0,1622093.0,1558.0,160644.0,57284.0,0.0,0.0
79,1.0,1.7099385778844828e+19,4394401.0,7884.0,3.0,1.0,2824.0,19979.0,25330.0,27316.0,22528.0,0.0
80,1.0,1.4340390157469403e+19,4407998.0,23808.0,2.0,1.0,110207.0,46309.0,28614.0,26923.0,7162621.0,1.0
81,1.0,1.8078062099814697e+19,8054971.0,8408.0,2.0,2.0,11839.0,2105.0,2396.0,7216.0,14202364.0,1.0
82,1.0,5.5111324610218e+18,20875797.0,10040.0,2.0,2.0,1090489.0,3975.0,72399.0,71463.0,1014392.0,0.0
83,1.0,1.5322030359230188e+19,21972093.0,38135.0,3.0,3.0,1633.0,784.0,483079.0,396775.0,40667.0,0.0
84,3.0,1.2865941078576976e+19,21326223.0,36503.0,2.0,2.0,2167565.0,6418.0,135240.0,204673.0,0.0,0.0
85,3.0,6.715049002232656e+18,3065545.0,23783.0,1.0,1.0,3333600.0,167.0,128.0,212.0,7513025.0,1.0
86,1.0,1.4531867648059392e+19,20447425.0,27482.0,1.0,1.0,4727639.0,4267.0,2796.0,76.0,2000258.0,0.0
87,1.0,1.5347157359829613e+19,10224937.0,23040.0,3.0,2.0,35840.0,5854.0,157483.0,1402.0,932825.0,0.0
88,1.0,1.1121833691387079e+19,21134703.0,23807.0,2.0,1.0,66571.0,523.0,2633.0,8.0,860633.0,0.0
89,1.0,1.5989049276530887e+19,20273576.0,23830.0,2.0,1.0,18296.0,67653.0,244022.0,222.0,6520891.0,1.0
90,1.0,1.0347602935615345e+19,21112709.0,35545.0,1.0,1.0,19996140.0,169462.0,448868.0,365841.0,240294.0,0.0
91,3.0,1.3151904808845496e+19,20967445.0,35300.0,2.0,1.0,338229.0,15744.0,15966.0,17563.0,0.0,0.0
92,1.0,8.078374824064251e+18,10769315.0,30157.0,1.0,1.0,1271.0,106.0,2635.0,340.0,1985684.0,1.0
93,1.0,1.205787899908646e+19,20183701.0,27961.0,1.0,1.0,7387.0,227.0,543.0,642.0,5396356.0,0.0
94,1.0,8.447117962312826e+17,20370398.0,28085.0,2.0,2.0,3920881.0,10149.0,27703.0,11434.0,193171.0,0.0
95,1.0,1.799737256871959e+18,21477660.0,28698.0,1.0,1.0,18763551.0,35964.0,5293.0,4476.0,235971.0,0.0
96,1.0,8.802768287123155e+18,21644405.0,26278.0,1.0,1.0,155524.0,1370.0,2892.0,3164.0,4402685.0,0.0
97,1.0,4.192533441706128e+18,21920498.0,2533.0,3.0,1.0,89525.0,1856.0,7779.0,7945.0,68.0,0.0
98,1.0,1.4340390157469403e+19,6434912.0,23777.0,1.0,1.0,3318.0,16.0,36.0,44.0,21866236.0,1.0
99,1.0,4.876702067173951e+17,20502028.0,24027.0,3.0,1.0,119.0,147.0,930.0,4261.0,9053960.0,1.0
100,19.0,7.903914528320191e+18,21162250.0,1325.0,2.0,2.0,42916.0,2708.0,3969.0,6121.0,0.0,1.0
101,1.0,1.2012218713126756e+19,21247859.0,36292.0,3.0,3.0,95243.0,205041.0,3475072.0,2942804.0,2504872.0,1.0
102,1.0,1.4340390157469403e+19,21163925.0,23808.0,1.0,1.0,51.0,395.0,808.0,120.0,22241051.0,1.0
103,1.0,3.5168895657275873e+18,10403449.0,1267.0,2.0,1.0,4104088.0,2311.0,255.0,472.0,471574.0,1.0
104,1.0,1.4340390157469403e+19,9027213.0,23808.0,3.0,2.0,1.0,1.0,0.0,0.0,1938111.0,1.0
105,1.0,6.828193162136375e+17,21345286.0,36690.0,2.0,1.0,77.0,1257.0,852.0,203.0,2531750.0,0.0
106,1.0,9.241464876335389e+18,20945129.0,35176.0,2.0,1.0,3422433.0,3232.0,557918.0,688659.0,358895.0,1.0
107,3.0,1.3311343438192927e+19,3806502.0,23791.0,1.0,1.0,1410.0,24.0,31.0,33.0,3150525.0,1.0
108,1.0,5.888277431783336e+18,7955185.0,6520.0,2.0,2.0,768.0,2689.0,136.0,196.0,15546387.0,0.0
109,1.0,1.4531867648059392e+19,3834142.0,27485.0,2.0,1.0,11.0,8.0,28.0,74.0,2072658.0,1.0
110,2.0,1.3756257544627677e+19,8351015.0,24035.0,3.0,1.0,720216.0,202141.0,1684243.0,119714.0,0.0,1.0
111,1.0,1.5223606299085013e+19,21098751.0,35511.0,3.0,1.0,5452178.0,9170.0,35403.0,36325.0,2639530.0,1.0
112,1.0,1.4340390157469403e+19,9027637.0,23808.0,2.0,1.0,57.0,397.0,108.0,146.0,42832.0,1.0
113,1.0,7.903914528320191e+18,21162527.0,1325.0,2.0,2.0,198744.0,8589.0,22.0,23.0,0.0,0.0
114,1.0,6.228784066129291e+18,3923549.0,1998.0,2.0,2.0,64812.0,23570.0,59546.0,69847.0,6569871.0,0.0
115,1.0,1.711656058963291e+19,21205448.0,36031.0,3.0,3.0,21134.0,37.0,15493.0,12917.0,13749.0,0.0
116,1.0,1.4340390157469403e+19,9027549.0,23808.0,2.0,2.0,13580543.0,46.0,14.0,18.0,0.0,1.0
117,1.0,1.3557133018779933e+19,20706014.0,34246.0,2.0,1.0,1.0,3.0,142.0,71.0,2253984.0,1.0
118,112.0,1.0156940965026521e+19,4254158.0,9855.0,1.0,1.0,4636.0,926.0,1964.0,1793.0,0.0,1.0
119,1.0,5.851252814446936e+18,20141112.0,28698.0,2.0,2.0,424.0,3426.0,182589.0,249681.0,4618611.0,0.0
120,1.0,1.205787899908646e+19,20180683.0,27961.0,1.0,1.0,6250.0,56216.0,170207.0,146521.0,18068080.0,0.0
121,1.0,1.4340390157469403e+19,3530080.0,23777.0,2.0,2.0,12239935.0,1255.0,1982.0,2212.0,993964.0,1.0
122,1.0,1.0288178563705629e+19,21718816.0,37579.0,2.0,2.0,64360.0,23641.0,459476.0,375117.0,245878.0,0.0
123,1.0,1.5145480155589095e+19,20888541.0,23807.0,2.0,1.0,157.0,386.0,5.0,11.0,4446763.0,0.0
124,1.0,1.7299638493773875e+18,9584667.0,23637.0,2.0,1.0,217102.0,77191.0,360.0,110.0,3521158.0,1.0
125,1.0,7.903914528320191e+18,21162552.0,1325.0,1.0,1.0,8320273.0,8231.0,23784.0,11729.0,0.0,1.0
126,1.0,6.228784066129291e+18,3923539.0,1998.0,1.0,1.0,3847.0,113407.0,185115.0,157144.0,12731168.0,0.0
127,1.0,1.205787899908646e+19,20163203.0,27961.0,1.0,1.0,665.0,1750.0,1132.0,1349.0,23289202.0,0.0
128,1.0,9.202792702888303e+18,20918404.0,16017.0,3.0,1.0,1543167.0,2250.0,11167.0,131084.0,0.0,0.0
129,1.0,1.5359055798518082e+19,21591178.0,37485.0,2.0,1.0,33832.0,4270.0,151377.0,129645.0,875747.0,1.0
130,1.0,8.690908696499854e+18,6423262.0,4998.0,3.0,2.0,986906.0,259012.0,538084.0,436447.0,484.0,0.0
131,1.0,1.1982287073363042e+19,22069609.0,37465.0,1.0,1.0,39871.0,64014.0,736989.0,125.0,0.0,0.0
132,2.0,7.903914528320191e+18,20623358.0,2012.0,2.0,1.0,266986.0,694.0,1945.0,230.0,394210.0,1.0
133,1.0,1.3017495095188234e+19,4403162.0,1007.0,1.0,1.0,6483.0,4859.0,5532.0,5838.0,1154942.0,1.0
134,1.0,9.581735255994331e+18,8620771.0,4906.0,3.0,3.0,8.0,1874.0,112.0,1655.0,10770209.0,1.0
135,1.0,1.4185726565631877e+19,6354778.0,19774.0,3.0,1.0,3339455.0,5167.0,282175.0,234456.0,0.0,0.0
136,1.0,5.494145166418658e+18,4404110.0,26293.0,2.0,1.0,53621.0,531.0,125.0,240.0,295834.0,0.0
137,1.0,1.2484845163965846e+19,20719041.0,34490.0,3.0,3.0,760223.0,456.0,367483.0,22382.0,0.0,0.0
138,1.0,1.6794704970244289e+19,5059509.0,26286.0,3.0,1.0,768.0,2689.0,6656.0,8090.0,678983.0,1.0
139,1.0,4.17790175370409e+18,4373901.0,27276.0,3.0,3.0,7232029.0,4962.0,12230.0,37064.0,0.0,0.0
140,1.0,1.4756578758696272e+19,21260533.0,3625.0,2.0,1.0,3050.0,13216.0,103781.0,95994.0,1128802.0,0.0
141,1.0,8.99455707050858e+18,20030150.0,23799.0,2.0,1.0,28.0,4030.0,15.0,19.0,2392558.0,1.0
142,1.0,1.1132806224225894e+19,3013323.0,10325.0,2.0,1.0,6640321.0,220.0,164.0,41.0,449440.0,1.0
143,1.0,1.6794704970244289e+19,7207038.0,26286.0,3.0,1.0,538652.0,2374.0,2738.0,139.0,5781206.0,0.0
144,1.0,3.7474918762176824e+18,10363853.0,28706.0,3.0,2.0,2030118.0,4059.0,446.0,743.0,0.0,0.0
145,1.0,5.120683440510468e+18,8676728.0,1268.0,2.0,2.0,4506368.0,83.0,439.0,13.0,3312734.0,0.0
146,1.0,1.2930459048655954e+19,20151622.0,32345.0,1.0,1.0,1121304.0,30416.0,66290.0,14348.0,0.0,1.0
147,1.0,7.903914528320191e+18,21162526.0,1325.0,2.0,1.0,15.0,10.0,22.0,23.0,428565.0,1.0
148,1.0,1.8425200088803072e+19,20033132.0,23790.0,1.0,1.0,928.0,1298.0,27.0,29.0,541718.0,0.0
149,1.0,1.4531867648059392e+19,6792446.0,27486.0,1.0,1.0,1797.0,2429.0,6394.0,338.0,23671499.0,0.0
150,1.0,1.4340390157469403e+19,21163923.0,23808.0,2.0,2.0,9791.0,3891.0,6057.0,34.0,567796.0,1.0
151,1.0,5.120683440510468e+18,8676729.0,1268.0,2.0,1.0,229878.0,45890.0,64944.0,67314.0,0.0,1.0
152,1.0,8.119057108691817e+18,20876635.0,34760.0,1.0,1.0,605.0,199.0,34.0,40.0,7504317.0,0.0
153,19.0,1.1917549558620953e+19,21797392.0,26269.0,3.0,1.0,1170.0,1169.0,97653.0,504.0,0.0,1.0
154,1.0,1.2766897773121389e+19,21272682.0,36403.0,2.0,1.0,2501.0,3538.0,66948.0,611057.0,4009902.0,0.0
155,1.0,2.470253408587162e+18,21193219.0,35900.0,1.0,1.0,7.0,5.0,148.0,195.0,12369838.0,1.0
156,2.0,1.3416878294870458e+19,3066490.0,23786.0,1.0,1.0,889.0,375.0,246.0,115.0,33673.0,1.0
157,1.0,1.7048721173511748e+19,4288675.0,24162.0,2.0,2.0,8430.0,20710.0,1456.0,1694.0,12408218.0,0.0
158,1.0,1.5417430469824594e+19,3329990.0,495.0,1.0,1.0,3005251.0,130644.0,1384064.0,1097933.0,0.0,0.0
159,1.0,3.707278298787996e+18,4425756.0,8640.0,2.0,2.0,306332.0,60837.0,1608455.0,1323300.0,738081.0,1.0
160,4.0,3.2276719965582874e+18,21386125.0,32832.0,2.0,1.0,61511.0,28067.0,895016.0,76583.0,0.0,1.0
161,1.0,2.837251504134271e+17,21260913.0,30105.0,2.0,1.0,1662419.0,57641.0,575279.0,9249.0,447079.0,1.0
162,1.0,1.205787899908646e+19,20192676.0,27961.0,2.0,2.0,30.0,39.0,72.0,100.0,2331085.0,0.0
163,1.0,1.5689252236861137e+19,20569506.0,24130.0,1.0,1.0,59.0,212.0,775.0,451.0,440826.0,0.0
164,1.0,1.8238470554363664e+19,21756699.0,36855.0,2.0,1.0,62695.0,27504.0,216041.0,4773.0,5792131.0,0.0
165,81.0,1.4340390157469403e+19,21163924.0,23808.0,2.0,2.0,4754.0,94.0,445.0,62.0,0.0,1.0
166,1.0,1.4340390157469403e+19,21854008.0,23808.0,3.0,3.0,12941.0,10598.0,185852.0,158368.0,8552744.0,1.0
167,1.0,5.260594170071819e+16,3048011.0,23782.0,1.0,1.0,3533.0,84.0,68.0,104.0,22356615.0,1.0
168,1.0,1.1345767983726027e+19,21797972.0,37708.0,2.0,2.0,9265937.0,144.0,1358.0,512.0,0.0,0.0
169,1.0,4.203081172173604e+18,20087221.0,28647.0,2.0,1.0,711961.0,4165.0,6438.0,7250.0,0.0,1.0
170,2.0,1.358151347341538e+19,21219979.0,35734.0,2.0,1.0,8010019.0,1451.0,1184.0,1533.0,779267.0,1.0
171,1.0,1.1889336430780473e+19,20151344.0,32540.0,2.0,1.0,13463.0,28602.0,98045.0,122447.0,15130691.0,0.0
172,2.0,4.2981186814246446e+18,3700540.0,385.0,2.0,2.0,34913.0,86043.0,113358.0,99347.0,4201766.0,1.0
173,1.0,1.4340390157469403e+19,6434950.0,23777.0,1.0,1.0,8289491.0,61.0,86.0,114.0,1343.0,0.0
174,1.0,5.397391604378692e+18,22097554.0,38513.0,3.0,2.0,164300.0,62.0,1071.0,1489.0,77974.0,0.0
175,1.0,1.5989049276530887e+19,20314305.0,23824.0,2.0,2.0,6000.0,13612.0,31346.0,31.0,14057014.0,1.0
176,1.0,1.3203885652390158e+19,21108275.0,18460.0,1.0,1.0,450.0,20348.0,52643.0,8807.0,7831139.0,1.0
177,1.0,9.960178603418085e+18,10649716.0,29475.0,1.0,1.0,1326.0,203.0,219.0,686.0,11745600.0,1.0
178,1.0,4.998895501216811e+18,20712801.0,34453.0,2.0,2.0,14531585.0,61971.0,3909522.0,287.0,0.0,0.0
179,1.0,5.753887333609082e+18,4273325.0,10731.0,1.0,1.0,20723.0,26109.0,175885.0,586425.0,18864537.0,0.0
180,1.0,1.4235650652681212e+19,7839674.0,19742.0,2.0,1.0,157996.0,32421.0,303942.0,263021.0,542380.0,0.0
181,11.0,8.99455707050858e+18,20030150.0,23799.0,1.0,1.0,1623.0,4567.0,15.0,19.0,2670031.0,1.0
182,1.0,3.6022165245018066e+18,22140665.0,38697.0,3.0,2.0,1633987.0,254786.0,539948.0,438042.0,7898.0,1.0
183,2.0,4.876702067173951e+17,20590075.0,24027.0,2.0,1.0,120978.0,181848.0,3909351.0,583101.0,1426425.0,1.0
184,2.0,7.953863969799817e+18,21407211.0,5058.0,1.0,1.0,39.0,214.0,1284.0,1504.0,23003595.0,0.0
185,7.0,1.1293366617622106e+19,21465748.0,37083.0,2.0,1.0,24187.0,19703.0,592757.0,479046.0,0.0,0.0
186,2.0,1.4340390157469403e+19,4418786.0,23808.0,3.0,2.0,111909.0,5090.0,3980.0,4306.0,4822974.0,1.0
187,3.0,1.105694079510541e+19,4300366.0,1590.0,2.0,1.0,7484569.0,18296.0,61213.0,102205.0,0.0,0.0
188,1.0,1.205787899908646e+19,20203753.0,27961.0,3.0,2.0,6850.0,2525.0,83.0,109.0,9219512.0,0.0
189,1.0,5.07990106805139e+18,7603946.0,25928.0,2.0,1.0,60635.0,7576.0,9470.0,12042.0,0.0,1.0
190,1.0,1.451844418239814e+19,10794602.0,30294.0,2.0,1.0,6764153.0,15502.0,41106.0,37862.0,417345.0,1.0
191,1.0,5.167663176066971e+18,21392541.0,11158.0,2.0,1.0,13309255.0,104118.0,515865.0,226893.0,4926884.0,0.0
192,1.0,1.4340390157469403e+19,9027213.0,23808.0,1.0,1.0,5.0,1.0,0.0,0.0,12452446.0,0.0
193,1.0,1.205787899908646e+19,20180590.0,27961.0,2.0,2.0,15278945.0,8640.0,51841.0,52660.0,795564.0,1.0
194,1.0,7.484333488664585e+18,21209371.0,34691.0,1.0,1.0,2.0,11.0,71.0,93.0,4810875.0,0.0
195,1.0,1.2621352773838825e+19,2901589.0,6980.0,2.0,2.0,12594312.0,7934.0,38091.0,35953.0,0.0,0.0
196,2.0,1.205787899908646e+19,20164340.0,27961.0,1.0,1.0,6269712.0,358565.0,917420.0,19622.0,0.0,0.0
197,1.0,5.468727571223081e+18,20001254.0,1381.0,2.0,2.0,894881.0,848.0,674.0,935.0,77901.0,1.0
198,1.0,7.143518654485987e+18,20393504.0,33093.0,3.0,2.0,276.0,320.0,133.0,1331.0,1692211.0,1.0
199,1.0,1.7644778352940085e+19,20658908.0,34056.0,1.0,1.0,377637.0,2300.0,246866.0,120263.0,19180476.0,0.0
200,1.0,5.260594170071819e+16,3048011.0,23782.0,1.0,1.0,2103.0,84.0,68.0,104.0,3996083.0,1.0
201,2.0,9.841463114647316e+18,20831429.0,33579.0,2.0,2.0,607.0,487.0,24893.0,23571.0,3214569.0,1.0
202,1.0,8.134264174510893e+18,4176358.0,1268.0,1.0,1.0,774147.0,41.0,105.0,164.0,18388309.0,1.0
203,1.0,1.136372424770545e+19,20048574.0,30405.0,2.0,2.0,2426.0,2162.0,54319.0,108683.0,171069.0,1.0
204,1.0,1.1121833691387079e+19,21134703.0,23807.0,2.0,2.0,1483011.0,6.0,73.0,8.0,15230995.0,0.0
205,1.0,1.5689252236861137e+19,20569494.0,24130.0,2.0,1.0,286.0,956.0,14474.0,50571.0,280905.0,1.0
206,1.0,5.589649412465737e+18,21459921.0,35035.0,2.0,1.0,1901.0,15349.0,48135.0,517.0,12864210.0,1.0
207,2.0,1.7732498613351158e+18,4260953.0,739.0,3.0,1.0,186367.0,11866.0,30259.0,22213.0,0.0,1.0
208,1.0,1.4340390157469403e+19,9027613.0,23808.0,1.0,1.0,25243232.0,1926.0,138.0,198.0,14636247.0,1.0
209,1.0,8.99455707050858e+18,20030165.0,23799.0,2.0,1.0,2737.0,28.0,41.0,52.0,613895.0,1.0
210,1.0,1.3503262172158704e+19,21819002.0,1185.0,1.0,1.0,23912812.0,1151.0,3792.0,393.0,60359.0,1.0
211,1.0,1.205787899908646e+19,20163507.0,27961.0,1.0,1.0,122.0,399.0,268.0,415.0,5596089.0,1.0
212,1.0,7.903914528320191e+18,21162544.0,1325.0,3.0,2.0,596636.0,38.0,990.0,1242.0,0.0,0.0
213,1.0,9.708030776610206e+18,21183947.0,35835.0,2.0,1.0,38703.0,29141.0,1536666.0,398.0,283869.0,0.0
214,1.0,6.820545933028777e+18,20441606.0,19828.0,3.0,1.0,576373.0,3818.0,104718.0,96928.0,0.0,0.0
